Name,LAT,LONG
GenSP_1,-8.47916666666663,-77.4791666666666
GenSP_1,-8.85416666666663,-77.0625
GenSP_1,-9.7708333333333,-76.4791666666666
GenSP_1,-10.4375,-76.3958333333333
GenSP_1,-11.5208333333333,-76.2291666666666
GenSP_1,-49.0625,-75.5625
GenSP_1,-48.5208333333333,-75.5208333333333
GenSP_1,-48.8958333333333,-75.5208333333333
GenSP_1,-48.1875,-75.4791666666666
GenSP_1,-48.6041666666667,-75.4791666666666
GenSP_1,-48.5625,-75.4375
GenSP_1,-48.9791666666667,-75.4375
GenSP_1,-48.4791666666667,-75.3958333333333
GenSP_1,-48.6458333333333,-75.3958333333333
GenSP_1,-48.8541666666667,-75.3958333333333
GenSP_1,-48.8958333333333,-75.3958333333333
GenSP_1,-49.0625,-75.3958333333333
GenSP_1,-48.2291666666667,-75.3541666666666
GenSP_1,-50.2708333333333,-75.3541666666666
GenSP_1,-48.1458333333333,-75.3125
GenSP_1,-48.2708333333333,-75.3125
GenSP_1,-48.5625,-75.3125
GenSP_1,-49.0625,-75.3125
GenSP_1,-49.1041666666667,-75.3125
GenSP_1,-50.6041666666667,-75.3125
GenSP_1,-50.6875,-75.3125
GenSP_1,-48.1875,-75.2708333333333
GenSP_1,-48.3541666666667,-75.2708333333333
GenSP_1,-48.3958333333333,-75.2708333333333
GenSP_1,-48.5208333333333,-75.2708333333333
GenSP_1,-48.6458333333333,-75.2708333333333
GenSP_1,-48.8125,-75.2708333333333
GenSP_1,-48.8541666666667,-75.2708333333333
GenSP_1,-50.0625,-75.2708333333333
GenSP_1,-50.1458333333333,-75.2708333333333
GenSP_1,-48.3541666666667,-75.2291666666666
GenSP_1,-48.4791666666667,-75.2291666666666
GenSP_1,-48.5625,-75.2291666666666
GenSP_1,-48.9791666666667,-75.2291666666666
GenSP_1,-50.2708333333333,-75.2291666666666
GenSP_1,-50.6041666666667,-75.2291666666666
GenSP_1,-46.5208333333333,-75.1875
GenSP_1,-48.3958333333333,-75.1875
GenSP_1,-48.5625,-75.1875
GenSP_1,-48.6875,-75.1875
GenSP_1,-49.0208333333333,-75.1875
GenSP_1,-49.4791666666667,-75.1875
GenSP_1,-49.5208333333333,-75.1875
GenSP_1,-50.0625,-75.1875
GenSP_1,-50.1041666666667,-75.1875
GenSP_1,-51.3125,-75.1875
GenSP_1,-48.5625,-75.1458333333333
GenSP_1,-48.8125,-75.1458333333333
GenSP_1,-49.0625,-75.1458333333333
GenSP_1,-49.1041666666667,-75.1458333333333
GenSP_1,-49.1458333333333,-75.1458333333333
GenSP_1,-49.6458333333333,-75.1458333333333
GenSP_1,-49.7291666666667,-75.1458333333333
GenSP_1,-50.2291666666667,-75.1458333333333
GenSP_1,-47.9791666666667,-75.1041666666666
GenSP_1,-48.6041666666667,-75.1041666666666
GenSP_1,-48.6458333333333,-75.1041666666666
GenSP_1,-48.7291666666667,-75.1041666666666
GenSP_1,-48.8541666666667,-75.1041666666666
GenSP_1,-48.8958333333333,-75.1041666666666
GenSP_1,-49.1041666666667,-75.1041666666666
GenSP_1,-49.4791666666667,-75.1041666666666
GenSP_1,-49.6458333333333,-75.1041666666666
GenSP_1,-50.0625,-75.1041666666666
GenSP_1,-50.1875,-75.1041666666666
GenSP_1,-50.3125,-75.1041666666666
GenSP_1,-51.3958333333333,-75.1041666666666
GenSP_1,-51.4375,-75.1041666666666
GenSP_1,-48.1041666666667,-75.0625
GenSP_1,-48.3125,-75.0625
GenSP_1,-48.3958333333333,-75.0625
GenSP_1,-48.6041666666667,-75.0625
GenSP_1,-49.1041666666667,-75.0625
GenSP_1,-49.2708333333333,-75.0625
GenSP_1,-49.3125,-75.0625
GenSP_1,-49.3958333333333,-75.0625
GenSP_1,-49.5625,-75.0625
GenSP_1,-49.6041666666667,-75.0625
GenSP_1,-49.7291666666667,-75.0625
GenSP_1,-50.3958333333333,-75.0625
GenSP_1,-50.4375,-75.0625
GenSP_1,-50.6875,-75.0625
GenSP_1,-48.0208333333333,-75.0208333333333
GenSP_1,-49.1041666666667,-75.0208333333333
GenSP_1,-49.3541666666667,-75.0208333333333
