Name,LAT,LONG
GenSP_1,0.979166666666707,-76.7291666666666
GenSP_1,7.39583333333338,-74.9791666666666
GenSP_1,-13.3541666666666,-70.6458333333333
GenSP_1,-16.4791666666666,-65.4375
GenSP_1,-16.7708333333333,-65.0625
GenSP_1,-16.3125,-64.7708333333333
GenSP_1,-17.0208333333333,-64.5625
GenSP_1,-9.60416666666663,-56.5625
GenSP_1,-26.0208333333333,-52.2291666666666
GenSP_1,-24.1041666666667,-46.8541666666666
GenSP_2,-49.6041666666667,-75.3541666666666
GenSP_2,-50.6875,-74.8125
GenSP_2,-49.7708333333333,-74.5625
GenSP_2,-50.5208333333333,-74.3541666666666
GenSP_2,-41.1041666666667,-72.2708333333333
GenSP_2,-13.6041666666666,-70.2708333333333
GenSP_2,-13.5208333333333,-70.2291666666666
GenSP_2,-16.7708333333333,-65.2291666666666
GenSP_2,-23.6041666666667,-50.4375
GenSP_2,-21.2708333333333,-44.5208333333333
GenSP_3,5.97916666666671,-75.3125
GenSP_3,-50.6458333333333,-73.9375
GenSP_3,-49.5208333333333,-73.7708333333333
GenSP_3,-50.9791666666667,-73.7708333333333
GenSP_3,-40.7291666666667,-73.3541666666666
GenSP_3,-54.1875,-72.9375
GenSP_3,-44.4375,-72.3125
GenSP_3,-54.7291666666667,-71.8541666666666
GenSP_3,-52.8958333333333,-71.7708333333333
GenSP_4,1.77083333333337,-76.3541666666666
GenSP_4,2.97916666666671,-76.0208333333333
GenSP_4,4.06250000000004,-74.1041666666666
GenSP_4,-41.1458333333333,-73.8958333333333
GenSP_4,5.14583333333338,-73.5625
GenSP_4,-40.3541666666667,-73.5625
GenSP_4,-42.0208333333333,-73.5208333333333
GenSP_4,6.56250000000004,-72.3541666666666
GenSP_4,6.22916666666671,-72.3541666666666
GenSP_5,0.770833333333373,-77.9375
GenSP_5,-48.9375,-75.6458333333333
GenSP_5,-49.1041666666667,-75.3125
GenSP_5,-49.8541666666667,-75.3125
GenSP_5,-49.4791666666667,-74.7708333333333
GenSP_5,-46.6041666666667,-74.6041666666666
GenSP_5,-52.1875,-73.8125
GenSP_5,-52.3125,-73.8125
GenSP_5,10.8125,-73.6041666666666
GenSP_6,-7.81249999999997,-77.5208333333333
GenSP_6,2.18750000000004,-76.5625
GenSP_6,3.22916666666671,-75.9791666666666
GenSP_6,-50.2708333333333,-73.8958333333333
GenSP_6,-48.6458333333333,-73.8541666666666
GenSP_6,-40.1041666666667,-73.5208333333333
GenSP_6,-41.3958333333333,-73.4791666666666
GenSP_6,-53.6458333333333,-72.4791666666666
GenSP_6,-43.3958333333333,-71.9375
GenSP_7,-50.0625,-74.7291666666666
GenSP_7,-40.2291666666667,-73.5208333333333
GenSP_7,-44.1875,-73.1041666666666
GenSP_7,-42.7291666666667,-73.0208333333333
GenSP_7,-37.4375,-72.7708333333333
GenSP_7,-41.6875,-72.3541666666666
GenSP_7,-39.3125,-72.0625
GenSP_7,-37.8125,-71.6458333333333
GenSP_7,-37.3125,-71.5208333333333
GenSP_7,-21.3541666666666,-68.4375
GenSP_8,-14.8541666666666,-72.8125
GenSP_8,-14.0208333333333,-72.6041666666666
GenSP_8,-34.1041666666667,-70.9791666666666
GenSP_8,-26.0625,-68.3541666666666
GenSP_8,-20.8125,-68.1875
GenSP_8,-18.5208333333333,-68.0625
GenSP_8,-20.6875,-67.8125
GenSP_8,-23.3125,-67.4791666666666
GenSP_8,-24.2708333333333,-67.3125
GenSP_8,-30.6041666666667,-66.3541666666666
GenSP_9,-49.0625,-75.6041666666666
GenSP_9,-48.3541666666667,-74.6875
GenSP_9,-49.3125,-74.5625
GenSP_9,-51.6875,-74.5208333333333
GenSP_9,-42.7291666666667,-73.8541666666666
GenSP_9,-52.6458333333333,-73.7708333333333
GenSP_9,-45.5625,-73.3958333333333
GenSP_9,-44.1458333333333,-73.0625
GenSP_9,-42.9375,-72.4375
GenSP_9,-0.145833333333295,-57.7708333333333
GenSP_10,-48.3541666666667,-75.1875
GenSP_10,-44.6458333333333,-74.6041666666666
GenSP_10,-44.1875,-73.8541666666666
GenSP_10,-40.3541666666667,-73.3125
GenSP_10,-40.5208333333333,-72.2708333333333
GenSP_10,-45.9375,-72.1875
GenSP_10,-41.8958333333333,-72.0208333333333
GenSP_10,-46.0625,-71.4791666666666
GenSP_10,-38.1458333333333,-70.9791666666666
