Name,LAT,LONG
GenSP,-4.10416666666663,-78.5208333333333
GenSP,1.47916666666671,-78.4791666666666
GenSP,1.64583333333337,-78.3125
GenSP,2.47916666666671,-78.1458333333333
GenSP,-1.60416666666663,-78.1458333333333
GenSP,2.35416666666671,-78.1041666666666
GenSP,1.68750000000004,-78.1041666666666
GenSP,1.64583333333337,-78.1041666666666
GenSP,1.43750000000004,-78.1041666666666
GenSP,-1.52083333333329,-78.1041666666666
GenSP,-1.56249999999996,-78.1041666666666
GenSP,-1.64583333333329,-78.1041666666666
GenSP,2.43750000000004,-78.0625
GenSP,1.72916666666671,-78.0625
GenSP,-1.43749999999996,-78.0625
GenSP,-1.64583333333329,-78.0625
GenSP,2.22916666666671,-78.0208333333333
GenSP,1.97916666666671,-78.0208333333333
GenSP,1.93750000000004,-78.0208333333333
GenSP,-1.06249999999996,-78.0208333333333
GenSP,-1.31249999999996,-78.0208333333333
GenSP,-1.43749999999996,-78.0208333333333
GenSP,-1.85416666666663,-78.0208333333333
GenSP,2.02083333333337,-77.9791666666666
GenSP,1.68750000000004,-77.9791666666666
GenSP,-1.14583333333329,-77.9791666666666
GenSP,-1.31249999999996,-77.9791666666666
GenSP,-1.39583333333329,-77.9791666666666
GenSP,-1.43749999999996,-77.9791666666666
GenSP,-1.77083333333329,-77.9791666666666
GenSP,-1.93749999999996,-77.9791666666666
GenSP,2.06250000000004,-77.9375
GenSP,1.85416666666671,-77.9375
GenSP,1.52083333333337,-77.9375
GenSP,1.47916666666671,-77.9375
GenSP,-1.14583333333329,-77.9375
GenSP,-1.22916666666663,-77.9375
GenSP,-1.35416666666663,-77.9375
GenSP,-1.43749999999996,-77.9375
GenSP,-1.52083333333329,-77.9375
GenSP,2.56250000000004,-77.8958333333333
GenSP,1.93750000000004,-77.8958333333333
GenSP,-0.895833333333295,-77.8958333333333
GenSP,-1.10416666666663,-77.8958333333333
GenSP,-1.35416666666663,-77.8958333333333
GenSP,-1.47916666666663,-77.8958333333333
GenSP,-1.77083333333329,-77.8958333333333
GenSP,-1.81249999999996,-77.8958333333333
GenSP,-1.89583333333329,-77.8958333333333
GenSP,-2.06249999999996,-77.8958333333333
GenSP,-2.10416666666663,-77.8958333333333
GenSP,-0.770833333333295,-77.8541666666666
GenSP,-0.812499999999961,-77.8541666666666
GenSP,-0.937499999999961,-77.8541666666666
GenSP,-1.18749999999996,-77.8541666666666
GenSP,-1.22916666666663,-77.8541666666666
GenSP,-1.31249999999996,-77.8541666666666
GenSP,-1.35416666666663,-77.8541666666666
GenSP,-1.39583333333329,-77.8541666666666
GenSP,-1.93749999999996,-77.8541666666666
GenSP,2.31250000000004,-77.8125
GenSP,-0.770833333333295,-77.8125
GenSP,-0.895833333333295,-77.8125
GenSP,-1.35416666666663,-77.8125
GenSP,-1.43749999999996,-77.8125
GenSP,-1.47916666666663,-77.8125
GenSP,-1.68749999999996,-77.8125
GenSP,-1.77083333333329,-77.8125
GenSP,-1.85416666666663,-77.8125
GenSP,-2.02083333333329,-77.8125
GenSP,-0.729166666666627,-77.7708333333333
GenSP,-1.06249999999996,-77.7708333333333
GenSP,-1.68749999999996,-77.7708333333333
GenSP,-1.85416666666663,-77.7708333333333
GenSP,-0.937499999999961,-77.7291666666666
GenSP,-1.68749999999996,-77.7291666666666
GenSP,-1.93749999999996,-77.7291666666666
GenSP,-2.06249999999996,-77.7291666666666
GenSP,-2.18749999999996,-77.7291666666666
GenSP,-1.14583333333329,-77.6875
GenSP,-1.43749999999996,-77.6875
GenSP,-1.60416666666663,-77.6875
GenSP,-0.645833333333295,-77.6458333333333
GenSP,-0.770833333333295,-77.6458333333333
GenSP,-0.937499999999961,-77.6458333333333
GenSP,-1.14583333333329,-77.6458333333333
GenSP,-1.35416666666663,-77.6458333333333
GenSP,-2.02083333333329,-77.6458333333333
GenSP,-0.479166666666627,-77.6041666666666
GenSP,-0.645833333333295,-77.6041666666666
GenSP,-0.687499999999961,-77.6041666666666
GenSP,-1.35416666666663,-77.6041666666666
GenSP,-1.52083333333329,-77.6041666666666
GenSP,-1.56249999999996,-77.6041666666666
GenSP,-1.81249999999996,-77.6041666666666
GenSP,-1.89583333333329,-77.6041666666666
GenSP,-0.312499999999961,-77.5625
GenSP,-1.18749999999996,-77.5625
GenSP,-1.39583333333329,-77.5625
GenSP,-1.52083333333329,-77.5625
GenSP,-1.68749999999996,-77.5625
GenSP,-0.687499999999961,-77.5208333333333
GenSP,-1.47916666666663,-77.5208333333333
GenSP,-0.479166666666627,-77.4791666666666
GenSP,-0.770833333333295,-77.4791666666666
GenSP,-1.18749999999996,-77.4791666666666
GenSP,-1.60416666666663,-77.4791666666666
GenSP,-1.64583333333329,-77.4791666666666
GenSP,-1.85416666666663,-77.4791666666666
GenSP,-0.354166666666627,-77.4375
GenSP,-0.604166666666627,-77.4375
GenSP,-1.64583333333329,-77.4375
GenSP,-1.72916666666663,-77.4375
GenSP,-1.85416666666663,-77.4375
GenSP,-1.89583333333329,-77.4375
GenSP,-0.604166666666627,-77.3958333333333
GenSP,-1.47916666666663,-77.3958333333333
GenSP,-1.60416666666663,-77.3958333333333
GenSP,-1.85416666666663,-77.3958333333333
GenSP,-1.39583333333329,-77.3541666666666
GenSP,-1.60416666666663,-77.3541666666666
GenSP,-1.77083333333329,-77.3541666666666
GenSP,-1.72916666666663,-77.3125
GenSP,6.18750000000004,-77.2291666666666
GenSP,3.06250000000004,-77.2291666666666
GenSP,2.68750000000004,-77.2291666666666
GenSP,5.22916666666671,-77.1875
GenSP,6.22916666666671,-77.1458333333333
GenSP,6.10416666666671,-77.1458333333333
GenSP,2.97916666666671,-77.1458333333333
GenSP,-1.47916666666663,-77.1458333333333
GenSP,5.60416666666671,-77.1041666666666
GenSP,3.18750000000004,-77.0625
GenSP,5.97916666666671,-77.0208333333333
GenSP,5.85416666666671,-77.0208333333333
GenSP,-1.81249999999996,-77.0208333333333
GenSP,6.10416666666671,-76.9791666666666
GenSP,5.89583333333338,-76.9791666666666
GenSP,-3.2708333333333,-76.9791666666666
GenSP,6.06250000000004,-76.9375
GenSP,6.02083333333338,-76.9375
GenSP,0.854166666666707,-76.9375
GenSP,-3.3958333333333,-76.9375
GenSP,6.10416666666671,-76.8958333333333
GenSP,5.85416666666671,-76.8958333333333
GenSP,4.93750000000004,-76.8958333333333
GenSP,0.895833333333373,-76.8125
GenSP,-0.979166666666629,-76.8125
GenSP,4.52083333333338,-76.7291666666666
GenSP,4.43750000000004,-76.7291666666666
GenSP,4.35416666666671,-76.7291666666666
GenSP,2.18750000000004,-76.7291666666666
GenSP,-2.22916666666663,-76.7291666666666
GenSP,5.39583333333338,-76.6875
GenSP,4.35416666666671,-76.6875
GenSP,6.89583333333338,-76.6458333333333
GenSP,1.10416666666671,-76.6458333333333
GenSP,1.02083333333337,-76.6458333333333
GenSP,-2.8958333333333,-76.6458333333333
GenSP,5.22916666666671,-76.6041666666666
GenSP,4.85416666666671,-76.6041666666666
GenSP,4.68750000000004,-76.6041666666666
GenSP,4.18750000000004,-76.6041666666666
GenSP,1.06250000000004,-76.6041666666666
GenSP,4.97916666666671,-76.5625
GenSP,1.14583333333337,-76.5625
GenSP,5.35416666666671,-76.5208333333333
GenSP,-0.104166666666627,-76.5208333333333
GenSP,-0.479166666666627,-76.5208333333333
GenSP,4.64583333333338,-76.4791666666666
GenSP,6.06250000000004,-76.4375
GenSP,5.85416666666671,-76.4375
GenSP,5.14583333333338,-76.4375
GenSP,5.10416666666671,-76.4375
GenSP,0.187500000000039,-76.4375
GenSP,6.14583333333338,-76.3958333333333
GenSP,6.02083333333338,-76.3958333333333
GenSP,5.81250000000004,-76.3958333333333
GenSP,5.72916666666671,-76.3958333333333
GenSP,5.31250000000004,-76.3958333333333
GenSP,6.14583333333338,-76.3125
GenSP,5.31250000000004,-76.3125
GenSP,5.27083333333338,-76.3125
GenSP,5.81250000000004,-76.2708333333333
GenSP,5.47916666666671,-76.2708333333333
GenSP,5.14583333333338,-76.2708333333333
GenSP,2.81250000000004,-76.2708333333333
GenSP,1.56250000000004,-76.2708333333333
GenSP,-3.18749999999996,-76.2708333333333
GenSP,5.52083333333338,-76.2291666666666
GenSP,-1.43749999999996,-76.1875
GenSP,0.395833333333373,-76.1041666666666
GenSP,6.02083333333338,-76.0625
GenSP,5.97916666666671,-76.0625
GenSP,1.22916666666671,-75.9791666666666
GenSP,5.14583333333338,-75.8958333333333
GenSP,1.39583333333337,-75.8541666666666
GenSP,5.52083333333338,-75.8125
GenSP,-8.81249999999997,-75.7708333333333
